0.42508,0.43998,0.44799,0.43009,0.43214,0.45329,0.44066,0.45564,0.4157,0.40515,0.44249,0.43319,0.45011,0.43864,0.44653,0.43776,0.44473,0.42848,0.41226,0.4415,0.43001
0.44148,0.44033,0.44938,0.44507,0.4415,0.44039,0.43488,0.42048,0.43611,0.44777,0.41946,0.42574,0.43954,0.42286,0.42304,0.42629,0.4362,0.42584,0.42257,0.42291,0.44517
0.43072,0.44091,0.44432,0.42703,0.43562,0.43699,0.43168,0.43181,0.4191,0.42653,0.44356,0.42025,0.43168,0.435,0.4357,0.43445,0.43124,0.43566,0.43417,0.43598,0.42657
0.45383,0.4427,0.43699,0.44253,0.43525,0.44107,0.43818,0.4414,0.44994,0.44793,0.45549,0.4275,0.43637,0.41218,0.40824,0.44102,0.43392,0.44174,0.43579,0.44046,0.41074
0.41924,0.43272,0.44689,0.42093,0.43904,0.43869,0.43432,0.44309,0.41152,0.42604,0.43982,0.43245,0.41726,0.45403,0.4398,0.4391,0.44324,0.43177,0.40341,0.42649,0.44935
0.44397,0.43904,0.45,0.43969,0.45097,0.44909,0.43777,0.42789,0.44979,0.42462,0.45525,0.44011,0.43645,0.43689,0.44299,0.43331,0.4007,0.44092,0.42217,0.43781,0.43329
0.43644,0.43495,0.45269,0.43954,0.45446,0.44875,0.43591,0.44245,0.43898,0.41718,0.43488,0.43548,0.43362,0.43757,0.44524,0.43236,0.41866,0.42599,0.43848,0.41697,0.42296
0.43721,0.44721,0.43878,0.44311,0.44577,0.45463,0.43334,0.41651,0.43934,0.4347,0.44091,0.43797,0.45064,0.45909,0.43867,0.43485,0.44116,0.44926,0.44206,0.43949,0.42303
0.43134,0.43646,0.42201,0.42702,0.43627,0.4431,0.39562,0.4134,0.43806,0.43879,0.44359,0.40122,0.42264,0.42049,0.43911,0.41763,0.44397,0.43278,0.4385,0.44224,0.43184
0.453,0.43559,0.43009,0.43808,0.43795,0.4436,0.43672,0.45572,0.43119,0.43971,0.41023,0.42309,0.44082,0.43577,0.43561,0.44881,0.43694,0.4415,0.4215,0.4174,0.41016
0.44269,0.44407,0.45134,0.43065,0.43967,0.42938,0.46268,0.44195,0.44512,0.45387,0.44157,0.42429,0.42631,0.41497,0.38553,0.42851,0.44811,0.426,0.44379,0.44661,0.43064
0.43025,0.4401,0.4416,0.43429,0.41111,0.4155,0.44414,0.42662,0.44034,0.43254,0.43251,0.4308,0.42918,0.43614,0.43205,0.43353,0.43493,0.43326,0.44274,0.43412,0.41012
0.41209,0.40477,0.43932,0.417,0.41595,0.41847,0.43144,0.42802,0.44026,0.44135,0.43561,0.42836,0.44665,0.4329,0.43788,0.44456,0.44361,0.43286,0.43623,0.41821,0.43
0.42021,0.42976,0.43616,0.40906,0.41956,0.44165,0.4452,0.43723,0.45842,0.43961,0.43619,0.45073,0.42777,0.43973,0.44389,0.42822,0.44733,0.44169,0.41789,0.43319,0.42893
0.43346,0.44637,0.45443,0.44237,0.44408,0.45055,0.41055,0.43616,0.44442,0.43454,0.44747,0.44402,0.43989,0.43474,0.43796,0.44704,0.4513,0.43487,0.43908,0.43526,0.44654
0.41848,0.43898,0.44112,0.43905,0.4411,0.44373,0.44012,0.44253,0.43582,0.44175,0.45084,0.4205,0.43859,0.43112,0.41188,0.44585,0.44043,0.43898,0.41563,0.44276,0.41904
0.43736,0.42814,0.42822,0.44209,0.43295,0.44266,0.43617,0.45208,0.42586,0.43867,0.40415,0.44415,0.44035,0.44104,0.44925,0.44631,0.45098,0.4334,0.4347,0.42384,0.4547
0.44135,0.43747,0.4428,0.44324,0.45029,0.44338,0.45859,0.43432,0.45085,0.43797,0.4393,0.43149,0.43823,0.45216,0.44502,0.43487,0.44917,0.44093,0.42936,0.44734,0.43497
0.42936,0.44088,0.43517,0.41614,0.44385,0.40151,0.43504,0.45109,0.43711,0.44037,0.40898,0.44857,0.44799,0.45214,0.4306,0.44606,0.44049,0.43726,0.45654,0.42925,0.44811
0.42803,0.44074,0.43067,0.45051,0.44611,0.44033,0.42617,0.44229,0.44339,0.42384,0.45454,0.44244,0.43598,0.44672,0.45043,0.42728,0.44069,0.44241,0.442,0.41642,0.44667
0.43893,0.44913,0.43077,0.43141,0.43588,0.43916,0.43534,0.44431,0.44376,0.43383,0.40121,0.43717,0.44474,0.45765,0.45499,0.44759,0.44267,0.4303,0.44838,0.45012,0.43516
0.42898,0.43221,0.42003,0.4351,0.43933,0.43273,0.44267,0.43487,0.43013,0.43926,0.44126,0.44276,0.42099,0.44719,0.44212,0.44177,0.43955,0.44015,0.43085,0.43638,0.43953
0.4483,0.41645,0.43088,0.43338,0.46359,0.44833,0.45467,0.43638,0.45041,0.43403,0.44643,0.45257,0.42712,0.44253,0.44552,0.43055,0.45127,0.44891,0.44264,0.44183,0.4505
0.43494,0.39291,0.45878,0.45236,0.44987,0.45927,0.43671,0.44382,0.45203,0.43687,0.44792,0.44368,0.44567,0.44742,0.4337,0.43055,0.45127,0.44891,0.44264,0.44183,0.4505
0.4418,0.42283,0.45115,0.44587,0.4551,0.45026,0.43697,0.4418,0.43887,0.43982,0.4428,0.44286,0.44244,0.43704,0.4259,0.44122,0.45126,0.44332,0.44085,0.43909,0.4385
0.42906,0.44916,0.40857,0.42959,0.43434,0.44857,0.44156,0.43188,0.41591,0.43683,0.43608,0.43679,0.44907,0.44428,0.45523,0.42838,0.42997,0.44363,0.43914,0.44717,0.43445
0.44351,0.44774,0.4366,0.45057,0.44382,0.43378,0.44572,0.44263,0.4499,0.43756,0.42848,0.45045,0.44261,0.44166,0.44913,0.4401,0.45913,0.45324,0.43235,0.45485,0.4322
0.43638,0.43824,0.45668,0.4367,0.43918,0.43792,0.44657,0.45576,0.44251,0.43433,0.44806,0.43646,0.41728,0.43542,0.4301,0.44481,0.43604,0.40986,0.42679,0.42684,0.4339
0.43859,0.44729,0.43822,0.43576,0.42876,0.44642,0.40853,0.43746,0.391,0.40909,0.42418,0.42663,0.42413,0.41694,0.42839,0.43954,0.45103,0.41741,0.4065,0.42199,0.42247
0.4543,0.45262,0.4499,0.45665,0.43982,0.44436,0.44077,0.43525,0.43825,0.44257,0.43615,0.43554,0.42162,0.43083,0.44466,0.43256,0.43783,0.40621,0.45027,0.44266,0.43642
0.45038,0.44398,0.44949,0.45911,0.45947,0.43736,0.4422,0.4426,0.42651,0.43731,0.44356,0.44587,0.44234,0.43786,0.45334,0.47126,0.44191,0.46432,0.43202,0.39095,0.44596
0.43908,0.42562,0.4404,0.43099,0.43626,0.44754,0.42016,0.43712,0.42595,0.44512,0.45236,0.43999,0.43908,0.45064,0.44465,0.43377,0.45068,0.43473,0.44501,0.43643,0.44044
0.44275,0.44473,0.41546,0.44287,0.4131,0.44631,0.4462,0.45176,0.43713,0.44115,0.445,0.43132,0.43824,0.44603,0.43423,0.45162,0.41603,0.43577,0.40867,0.43639,0.44443
0.44899,0.47153,0.46129,0.46173,0.44019,0.44455,0.44484,0.442,0.43359,0.44254,0.45452,0.42922,0.40706,0.45032,0.44291,0.4297,0.44247,0.43527,0.4385,0.44383,0.44313
0.38507,0.375,0.43251,0.4458,0.43124,0.41534,0.39239,0.43088,0.45329,0.43332,0.41317,0.42715,0.46037,0.44916,0.41536,0.448,0.43538,0.43974,0.44229,0.44847,0.45342
0.44854,0.43573,0.43,0.43667,0.43995,0.43805,0.44645,0.43743,0.44009,0.4258,0.44158,0.44564,0.42559,0.40199,0.44379,0.44811,0.4378,0.421,0.42707,0.44554,0.44262
0.41037,0.43923,0.41887,0.44627,0.44341,0.43503,0.42,0.41236,0.44426,0.439,0.42707,0.42315,0.44211,0.44937,0.42231,0.44625,0.43676,0.44588,0.4464,0.43389,0.4332
0.4418,0.41191,0.42815,0.43346,0.44843,0.44797,0.4422,0.4392,0.43779,0.46156,0.39789,0.44427,0.43069,0.44951,0.44981,0.42901,0.45053,0.45858,0.4422,0.43803,0.46201
0.43575,0.43384,0.42358,0.42303,0.43311,0.44875,0.40672,0.42208,0.44693,0.43193,0.43911,0.42801,0.43093,0.4342,0.43978,0.41406,0.40239,0.44655,0.40285,0.4205,0.43955
0.4372,0.40486,0.45114,0.41737,0.40409,0.45796,0.45208,0.44086,0.44374,0.44155,0.46142,0.45442,0.42589,0.40242,0.45087,0.45845,0.43131,0.4435,0.4151,0.45247,0.45975
0.44153,0.43622,0.46589,0.45646,0.43686,0.43502,0.42594,0.40749,0.41902,0.41891,0.44306,0.43221,0.43159,0.4161,0.41931,0.42476,0.4226,0.45162,0.4218,0.44228,0.43212
0.45301,0.44969,0.44339,0.43605,0.44598,0.43623,0.45677,0.45011,0.44256,0.44354,0.45017,0.45459,0.45335,0.44334,0.4509,0.43782,0.45477,0.44179,0.45883,0.44352,0.44858
0.42416,0.43594,0.43873,0.44488,0.43137,0.42704,0.45129,0.43517,0.44244,0.43718,0.41844,0.44088,0.46143,0.44013,0.44228,0.43456,0.43886,0.43963,0.44075,0.44058,0.43838
0.4232,0.44259,0.43958,0.43387,0.44629,0.44329,0.4537,0.46381,0.41383,0.465,0.44002,0.42853,0.44152,0.43647,0.44613,0.44593,0.42635,0.43177,0.42766,0.41748,0.43714
0.44892,0.44264,0.43987,0.41971,0.44276,0.44354,0.44435,0.40495,0.45092,0.40239,0.43552,0.45572,0.43271,0.43985,0.44603,0.44597,0.42227,0.44164,0.44985,0.4446,0.44564
0.4086,0.41732,0.43914,0.41533,0.43645,0.42659,0.44134,0.4293,0.42894,0.43042,0.44409,0.44793,0.42338,0.43117,0.44843,0.43942,0.43784,0.44736,0.43209,0.4344,0.443
0.43044,0.42399,0.44681,0.44628,0.43799,0.44211,0.42253,0.44319,0.45503,0.43216,0.41365,0.44766,0.44452,0.40974,0.42294,0.44053,0.44347,0.44198,0.44472,0.4387,0.42249
0.37846,0.44517,0.40347,0.39329,0.42975,0.44694,0.43412,0.40676,0.3762,0.4308,0.43429,0.44161,0.44811,0.45116,0.44161,0.41624,0.44142,0.43335,0.43899,0.44472,0.44395
0.4543,0.44251,0.4509,0.43892,0.4405,0.43796,0.40371,0.42901,0.44722,0.4412,0.44327,0.4338,0.44306,0.44273,0.4343,0.45286,0.43805,0.43727,0.45503,0.43221,0.4411
0.42968,0.43963,0.45248,0.45637,0.44115,0.45021,0.44655,0.44145,0.45097,0.44047,0.4391,0.44893,0.44354,0.44101,0.44298,0.43941,0.42991,0.43298,0.44653,0.45181,0.43028
0.43835,0.4239,0.44659,0.44345,0.42964,0.41296,0.43721,0.44896,0.41646,0.45123,0.45107,0.45275,0.43869,0.43717,0.41656,0.44158,0.43159,0.45367,0.44309,0.43892,0.46442
0.44841,0.44514,0.43622,0.44419,0.43563,0.43968,0.43871,0.42586,0.43565,0.44115,0.41585,0.40041,0.4455,0.45307,0.41764,0.44292,0.45582,0.4458,0.4453,0.43655,0.37565
0.43885,0.43971,0.42725,0.44193,0.46012,0.43398,0.43976,0.44823,0.4466,0.43573,0.44584,0.4406,0.44596,0.43705,0.44159,0.43882,0.44526,0.45551,0.42225,0.43115,0.44494
0.42946,0.44281,0.4299,0.44445,0.4399,0.44385,0.44439,0.43982,0.44245,0.44963,0.43846,0.4423,0.40507,0.38976,0.44138,0.44244,0.46104,0.43751,0.39559,0.44396,0.43743
0.4338,0.4248,0.43653,0.44874,0.44214,0.42868,0.44148,0.43925,0.4329,0.44742,0.45017,0.43649,0.4278,0.44761,0.45026,0.42984,0.44369,0.45053,0.44239,0.44386,0.44483
0.44762,0.42901,0.44759,0.40514,0.4374,0.45122,0.4515,0.43537,0.44895,0.4463,0.44853,0.44227,0.44965,0.43338,0.43766,0.44951,0.44717,0.4588,0.43909,0.4556,0.45588
0.43761,0.42912,0.42602,0.4481,0.44548,0.44421,0.43956,0.44448,0.44706,0.44157,0.45105,0.427,0.44119,0.43759,0.45182,0.43373,0.43149,0.44031,0.41513,0.41391,0.40065
0.40897,0.41119,0.47413,0.4408,0.44708,0.44883,0.40244,0.46091,0.43729,0.44612,0.45033,0.4729,0.44452,0.44256,0.43828,0.4526,0.44634,0.44568,0.43364,0.4088,0.44283
0.44366,0.44471,0.44271,0.44141,0.45528,0.44344,0.42752,0.4342,0.44349,0.4336,0.44025,0.44056,0.42912,0.43028,0.44192,0.43986,0.43135,0.4322,0.42425,0.43072,0.43722
0.41963,0.43894,0.42371,0.43519,0.43274,0.44432,0.44286,0.43217,0.43507,0.43414,0.42826,0.4444,0.43949,0.42756,0.45021,0.44229,0.43956,0.44113,0.43582,0.42956,0.43676
0.39248,0.43211,0.42895,0.43674,0.38186,0.4156,0.43889,0.42711,0.43122,0.40476,0.40802,0.41619,0.43876,0.4443,0.44501,0.42958,0.43027,0.41729,0.43679,0.44446,0.40372
0.43305,0.44295,0.41452,0.44686,0.41663,0.41969,0.44714,0.42693,0.45008,0.43922,0.43262,0.44044,0.45293,0.44746,0.43758,0.41795,0.41907,0.43166,0.43945,0.42616,0.38338
0.454,0.44113,0.44069,0.44278,0.44367,0.43719,0.44139,0.42139,0.43616,0.41149,0.41005,0.44921,0.4387,0.44564,0.44759,0.44796,0.43351,0.43908,0.43441,0.42226,0.40219
0.44382,0.4145,0.44444,0.42753,0.41241,0.42011,0.44506,0.43,0.45576,0.43685,0.43577,0.42806,0.41567,0.41311,0.41592,0.43494,0.44178,0.44714,0.39685,0.40471,0.39464
0.44282,0.44662,0.4271,0.43437,0.42874,0.44276,0.43499,0.44529,0.43842,0.42728,0.43074,0.43095,0.43955,0.45517,0.45372,0.43522,0.43709,0.44823,0.44056,0.42959,0.4397
0.43671,0.43505,0.44359,0.43042,0.39777,0.43151,0.45185,0.43387,0.45566,0.41844,0.43045,0.42941,0.41402,0.44323,0.44416,0.4386,0.44585,0.43153,0.43232,0.4433,0.43182
0.4461,0.44566,0.46036,0.45082,0.45671,0.45155,0.44182,0.43667,0.44175,0.42445,0.44542,0.45982,0.43254,0.43525,0.44482,0.41784,0.42173,0.4449,0.43871,0.43767,0.44994
0.43634,0.42944,0.45115,0.42764,0.43479,0.42801,0.43396,0.44815,0.42492,0.42572,0.4449,0.44979,0.4411,0.43392,0.44211,0.44673,0.44464,0.45007,0.40585,0.41629,0.44579
0.44626,0.43405,0.43423,0.4391,0.42533,0.43777,0.43262,0.42205,0.44006,0.43924,0.43031,0.42257,0.44835,0.43784,0.43562,0.44065,0.42483,0.41659,0.44738,0.42878,0.42407
0.43591,0.43942,0.44665,0.43179,0.43077,0.43266,0.42872,0.42543,0.45368,0.44557,0.44877,0.41773,0.42031,0.42845,0.426,0.42276,0.42961,0.41774,0.4397,0.37895,0.43618
0.42654,0.435,0.43436,0.41679,0.42604,0.43261,0.41902,0.4091,0.43823,0.44166,0.43033,0.42471,0.42916,0.42989,0.42896,0.45705,0.43214,0.43307,0.4229,0.43918,0.43007
0.43811,0.43185,0.45338,0.45125,0.42888,0.43589,0.44194,0.45047,0.43941,0.44057,0.43992,0.45611,0.45104,0.44178,0.43982,0.40423,0.44545,0.44732,0.45039,0.44332,0.41483
0.43981,0.44277,0.42286,0.42515,0.42851,0.43617,0.43785,0.43446,0.43389,0.4408,0.43021,0.42126,0.42829,0.43563,0.44437,0.43027,0.44211,0.43642,0.42658,0.43429,0.44114
0.40365,0.39998,0.46724,0.41447,0.44109,0.44032,0.36102,0.44204,0.39816,0.43683,0.42633,0.43488,0.40944,0.44471,0.44361,0.45297,0.43454,0.41854,0.45384,0.45721,0.43075
0.42035,0.44829,0.43035,0.43326,0.43775,0.42665,0.45492,0.43126,0.4479,0.41485,0.43368,0.43884,0.44677,0.43911,0.44316,0.45164,0.44196,0.43762,0.43111,0.43995,0.43445
0.44482,0.34791,0.40158,0.42243,0.44241,0.42856,0.44328,0.42766,0.43918,0.44373,0.45512,0.40612,0.41439,0.44391,0.43815,0.41099,0.44079,0.44059,0.43719,0.43779,0.43943
0.43755,0.45076,0.43449,0.45811,0.43151,0.43236,0.3887,0.44006,0.44631,0.45603,0.44259,0.43641,0.4477,0.447,0.44683,0.45663,0.42931,0.42694,0.43617,0.45439,0.42618
0.41777,0.42018,0.42867,0.45823,0.43784,0.44547,0.42739,0.42126,0.43505,0.42834,0.44163,0.45316,0.44543,0.44474,0.44859,0.43446,0.44826,0.43042,0.43512,0.42481,0.42932
0.44108,0.42358,0.44204,0.42051,0.44767,0.44153,0.43855,0.43137,0.44131,0.43987,0.43412,0.43755,0.41493,0.43405,0.43841,0.3892,0.3959,0.40329,0.39525,0.39888,0.42031
0.43301,0.45359,0.44217,0.4481,0.45516,0.46262,0.46407,0.42737,0.4448,0.43756,0.45192,0.43838,0.45046,0.44216,0.44513,0.44305,0.44889,0.43227,0.44489,0.44267,0.43871
0.43117,0.4389,0.42198,0.42329,0.44035,0.44034,0.43451,0.43851,0.44218,0.43684,0.44554,0.44427,0.43994,0.44587,0.44772,0.44858,0.43659,0.44215,0.44013,0.45421,0.44128
0.41086,0.43531,0.38869,0.43689,0.44471,0.45294,0.44888,0.40056,0.44612,0.44184,0.42621,0.44515,0.44852,0.44366,0.449,0.45139,0.46301,0.44576,0.444,0.4381,0.43586
0.4142,0.4447,0.41242,0.45334,0.41126,0.40633,0.41906,0.40854,0.44075,0.41206,0.40989,0.43652,0.44191,0.43452,0.42652,0.43939,0.39805,0.37365,0.43642,0.43879,0.37678
0.43783,0.43881,0.43382,0.45252,0.4358,0.44622,0.43425,0.44399,0.4282,0.4478,0.43309,0.40933,0.45641,0.41041,0.44116,0.44938,0.39717,0.42455,0.44723,0.44533,0.45878
0.43013,0.4414,0.45065,0.43167,0.44209,0.4329,0.44143,0.43939,0.42822,0.44699,0.43106,0.42676,0.43746,0.43944,0.4462,0.44122,0.42704,0.42873,0.43526,0.44345,0.4358
0.38775,0.4031,0.43307,0.44277,0.39376,0.41289,0.35168,0.45156,0.42679,0.37888,0.41533,0.43369,0.43646,0.38141,0.40668,0.4245,0.43726,0.43467,0.40928,0.43136,0.40994
0.43984,0.4379,0.46137,0.4564,0.43799,0.45352,0.44508,0.43167,0.43734,0.427,0.44691,0.45035,0.43563,0.45184,0.4277,0.43271,0.44703,0.45474,0.46427,0.44495,0.44534
0.44325,0.45013,0.45153,0.44016,0.44402,0.45051,0.44437,0.38415,0.42038,0.40544,0.41544,0.44282,0.44465,0.44601,0.44761,0.41146,0.39718,0.42175,0.42042,0.41878,0.42601
0.42897,0.43541,0.4314,0.43319,0.43533,0.44671,0.44224,0.40513,0.44924,0.44173,0.44482,0.40201,0.42438,0.43689,0.42344,0.44718,0.44049,0.44662,0.44168,0.44113,0.44614
0.4277,0.44452,0.44354,0.4531,0.42807,0.4558,0.43388,0.45458,0.4529,0.4239,0.43954,0.45247,0.44088,0.40316,0.44332,0.45371,0.44065,0.43221,0.44351,0.4521,0.44079
0.43588,0.43642,0.41737,0.44327,0.43784,0.41924,0.45198,0.44338,0.43943,0.44388,0.44799,0.4443,0.44303,0.44558,0.43988,0.45369,0.4495,0.3945,0.44476,0.46016,0.43952
0.44315,0.45747,0.45591,0.44442,0.44734,0.44666,0.45277,0.46584,0.44197,0.44718,0.42744,0.44634,0.44134,0.43702,0.44095,0.46438,0.45482,0.45445,0.42515,0.4358,0.44826
0.42782,0.45012,0.42705,0.44819,0.44497,0.43927,0.42736,0.4274,0.42687,0.44298,0.43914,0.4132,0.39125,0.4486,0.44778,0.40686,0.43834,0.44724,0.43158,0.44959,0.45288
0.43894,0.43059,0.44221,0.44443,0.44307,0.4505,0.43701,0.43721,0.43024,0.42632,0.43988,0.35293,0.42572,0.40764,0.43283,0.42732,0.4129,0.43445,0.4067,0.42399,0.42907
